id	table_id	utterance	context	targetValue
ns-173	1902	berapa persen negara-negara off-reserve first yang melaporkan gangguan mood?	csv/200-csv/1902.csv	18.6
ns-174	1902	berapa persen negara-negara off-reserve first yang melaporkan gangguan kecemasan dan asma?	csv/200-csv/1902.csv	17.6
ns-175	1902	berapa persen negara-negara off-reserve first yang melaporkan tekanan darah tinggi?	csv/200-csv/1902.csv	17.4
ns-176	1902	di antara wanita metis berusia 15 tahun ke atas, berapa persen yang dilaporkan menderita radang sendi?	csv/200-csv/1902.csv	21.3
ns-177	1902	di antara wanita metis berusia 15 tahun ke atas, berapa persen yang dilaporkan mengalami gangguan kecemasan?	csv/200-csv/1902.csv	17.8
ns-178	1902	di antara wanita metis berusia 15 tahun ke atas, berapa persen yang dilaporkan menderita tekanan darah tinggi?	csv/200-csv/1902.csv	17.1
ns-179	1902	di antara wanita metis berusia 15 tahun ke atas, berapa persen yang dilaporkan menderita asma?	csv/200-csv/1902.csv	16.7
ns-180	1902	di antara wanita metis berusia 15 tahun ke atas, berapa persen yang dilaporkan mengalami gangguan mood?	csv/200-csv/1902.csv	16.2
ns-181	1902	pada tahun 2012, berapa persen perempuan Inuit yang didiagnosis menderita radang sendi sementara persentase yang sama didiagnosis menderita tekanan darah tinggi?	csv/200-csv/1902.csv	15.2
ns-182	1902	di antara perempuan Inuit berusia 15 tahun ke atas, berapa persen yang dilaporkan menderita asma?	csv/200-csv/1902.csv	9.3
ns-183	1902	di antara perempuan Inuit berusia 15 tahun ke atas, berapa persen yang dilaporkan mengalami gangguan mood?	csv/200-csv/1902.csv	8.2
ns-184	1902	di antara perempuan Inuit berusia 15 tahun ke atas, berapa persen yang dilaporkan mengalami gangguan kecemasan?	csv/200-csv/1902.csv	7.1
ns-185	1913	pada tahun 2014/2015, berapa banyak kasus yang diselesaikan oleh pengadilan pemuda Kanada yang melibatkan 120.907 dakwaan terkait hukum pidana dan pelanggaran undang-undang federal lainnya, termasuk pelanggaran terkait ycja?	csv/200-csv/1913.csv	32835.0
ns-186	1913	pada tahun 2014/2015, berapa banyak dakwaan yang diselesaikan pengadilan pemuda Kanada dalam kasus-kasus yang berkaitan dengan hukum pidana dan pelanggaran undang-undang federal lainnya, termasuk pelanggaran yang berkaitan dengan ycja?	csv/200-csv/1913.csv	120907.0
ns-187	1937	berapa dolar yang diperoleh perempuan metis lebih sedikit dibandingkan laki-laki metis?	csv/200-csv/1937.csv	21059
ns-188	1939	siapa yang memiliki persentase pekerjaan penuh waktu lebih tinggi, laki-laki atau perempuan?	csv/200-csv/1939.csv	laki-laki
ns-189	1939	siapa yang memiliki pendapatan rata-rata lebih rendah (penuh waktu dan paruh waktu), perempuan atau laki-laki?	csv/200-csv/1939.csv	wanita
ns-190	1959	berapa jumlah korban pembunuhan penduduk asli di Kanada pada tahun 2016?	csv/200-csv/1959.csv	142.0
ns-191	1959	berapa tingkat pembunuhan penduduk aborigin pada tahun 2016?	csv/200-csv/1959.csv	8.19
ns-192	1959	apa hubungan ganda antara tingkat pembunuhan di kalangan penduduk asli pada tahun 2016 dan di antara tingkat pembunuhan di kalangan non-aborigin?	csv/200-csv/1959.csv	6.11194
ns-193	1959	di kalangan perempuan, apa hubungan ganda antara tingkat pembunuhan pada korban penduduk asli dan korban non-penduduk asli?	csv/200-csv/1959.csv	4.782609
ns-194	1959	apa hubungan ganda antara tingkat pembunuhan pada laki-laki aborigin dan pada laki-laki non-aborigin?	csv/200-csv/1959.csv	6.6
ns-195	1959	provinsi mana yang melaporkan jumlah pembunuhan tertinggi yang melibatkan korban penduduk asli?	csv/200-csv/1959.csv	saskatchewan
ns-196	1959	di antara saskatchewan, alberta, dan manitoba, provinsi mana yang melaporkan tingkat pembunuhan penduduk asli tertinggi pada tahun 2016?	csv/200-csv/1959.csv	saskatchewan
ns-197	1959	berapa tingkat pembunuhan penduduk asli pada tahun 2016 di manitoba?	csv/200-csv/1959.csv	11.71
ns-198	1959	berapa tingkat pembunuhan penduduk asli pada tahun 2016 di alberta?	csv/200-csv/1959.csv	10.99
ns-199	1979	berapa persentase perubahan pengendalian asing selama periode sebelum tahun 2000?	csv/200-csv/1979.csv	-0,2
ns-200	1979	berapa persentase perubahan pengendalian asing pada sektor berbasis ilmu pengetahuan dan sektor diferensiasi produk masing-masing selama periode sebelum tahun 2000?	csv/200-csv/1979.csv	-30.0|-14.7
ns-201	1979	berapa persentase perubahan kendali asing selama tahun-tahun sebelum tahun 2000?	csv/200-csv/1979.csv	-14.4
ns-202	1979	berapa persentase perubahan penguasaan asing terhadap sumber daya alam sebelum tahun 2000?	csv/200-csv/1979.csv	-29.5
ns-203	1979	berapa persentase perubahan kendali asing pada sektor berbasis skala sebelum tahun 2000?	csv/200-csv/1979.csv	7.2
ns-204	1979	berapakah bagian produksi industri padat karya antara tahun 1973 sampai 1975 dan 1997 sampai 1999?	csv/200-csv/1979.csv	14.4|10.1
ns-205	1979	berapakah bagian output manufaktur industri berbasis skala masing-masing antara tahun 1973 hingga 1975 dan 1997 hingga 1999?	csv/200-csv/1979.csv	34.8|41.8
ns-206	1979	berapa persentase perubahan kendali asing di sektor diferensiasi produk antara periode 1997 hingga 1999 dan 2009 hingga 2011?	csv/200-csv/1979.csv	-29.0
ns-207	1979	berapa persentase perubahan kendali asing pada sektor berbasis skala setelah tahun 2000?	csv/200-csv/1979.csv	-5.2
ns-208	1979	berapakah persentase perubahan pangsa output manufaktur untuk industri berbasis sumber daya alam antara tahun 1973 hingga 1975 dan 1997 hingga 1999?	csv/200-csv/1979.csv	0,8
ns-209	1979	berapa persentase perubahan kendali asing di sektor berbasis ilmu pengetahuan setelah tahun 2000?	csv/200-csv/1979.csv	-8.2
ns-210	1979	berapa rata-rata pangsa output sektor industri berbasis sumber daya alam pada periode 2009 hingga 2011?	csv/200-csv/1979.csv	26.3
ns-211	1979	sektor manakah yang memiliki pangsa awal kendali asing tertinggi?	csv/200-csv/1979.csv	berbasis ilmu pengetahuan
ns-212	2015	misalnya dengan mempertimbangkan usia, berapa persentase orang dewasa muda berusia 25 hingga 34 tahun yang memiliki kemungkinan paling kecil untuk tinggal di rumah tangga yang memiliki ketiga perangkat keselamatan kebakaran tersebut? dibandingkan dengan individu dari kelompok umur lainnya.	csv/200-csv/2015.csv	36.0
ns-213	2022	di Kanada, berapa persentase kode pos penduduk yang cocok dengan satu hari?	csv/200-csv/2022.csv	72.56
ns-214	2022	di Kanada, berapa persentase kode pos penduduk yang cocok dengan dua das?	csv/200-csv/2022.csv	9.77
ns-215	2022	namun, di pulau pangeran edward, berapa persentase penduduk yang cocok dengan lima das atau lebih?	csv/200-csv/2022.csv	48.01
ns-216	2022	menurut dmt, berapa persentase individu dengan alamat jalan perkotaan (dmt=a) yang cocok dengan satu da?	csv/200-csv/2022.csv	85.32
ns-217	2022	menurut dmt, berapa persentase individu dengan alamat jalan perkotaan (dmt=b) yang cocok dengan satu da?	csv/200-csv/2022.csv	95.25
ns-218	2022	berapa persentase orang yang memiliki kode pos pedesaan yang paling sering dicocokkan dengan lima das atau lebih?	csv/200-csv/2022.csv	62,94
ns-219	2022	berapa persentase orang yang memiliki kode pos pedesaan yang paling sering dicocokkan dengan da tunggal?	csv/200-csv/2022.csv	13.86
ns-220	2030	bahkan setelah mempertimbangkan perbedaan demografi dan bidang studi, berapa persen mahasiswa S1 yang lulus pada tahun 2009 memperoleh penghasilan yang lebih rendah dibandingkan mereka yang lulus pada tahun 2008?	csv/200-csv/2030.csv	8.1
ns-221	207	sektor manakah yang memiliki jumlah minimum bisnis milik imigran?	csv/200-csv/207.csv	pertambangan, ekstraksi minyak dan gas, dan utilitas
ns-222	207	sektor manakah yang memiliki pangsa terbesar dalam bisnis milik imigran?	csv/200-csv/207.csv	transportasi dan pergudangan
ns-223	207	sektor manakah yang memiliki jumlah minimum bisnis milik imigran?	csv/200-csv/207.csv	pertambangan, ekstraksi minyak dan gas, dan utilitas
ns-224	2109	berapa poin persentase peningkatan tingkat kekuatan polisi di alberta?	csv/200-csv/2109.csv	0,5
ns-225	211	berapa persentase impor yang termasuk dalam sektor manufaktur dan perdagangan grosir?	csv/200-csv/211.csv	77.17
ns-226	211	berapa persentase ekspor yang termasuk dalam sektor manufaktur dan perdagangan grosir?	csv/200-csv/211.csv	76.4
ns-227	211	berapa persentase impor yang dihasilkan sektor perdagangan besar?	csv/200-csv/211.csv	51.18
ns-228	211	berapa persentase ekspor sektor perdagangan besar?	csv/200-csv/211.csv	21.06
ns-229	211	berapa persentase impor sektor manufaktur?	csv/200-csv/211.csv	25.99
ns-230	211	berapa persentase ekspor sektor manufaktur?	csv/200-csv/211.csv	55.34
ns-231	2206	berapa persen penurunan penerimaan federal ke dalam tahanan sementara pengawasan komunitas tidak berubah?	csv/200-csv/2206.csv	5
ns-232	2284	pada tahun 2006 hingga 2010, wilayah manakah yang memiliki angka kelahiran terendah pada ibu berusia 10 hingga 17 tahun?	csv/200-csv/2284.csv	Quebec
ns-233	2297	berapa persentase perempuan orang tua tunggal yang tidak memiliki ijazah, ijazah atau gelar pada tahun 1991?	csv/200-csv/2297.csv	34.0
ns-234	2297	berapa persentase perempuan orang tua tunggal yang tidak memiliki ijazah, diploma atau gelar pada tahun 2011?	csv/200-csv/2297.csv	13.0
ns-235	2297	berapa besar penurunan proporsi perempuan orang tua tunggal yang tidak mempunyai ijazah, ijazah atau gelar dari tahun 1991 ke tahun 2011?	csv/200-csv/2297.csv	21
ns-236	2297	berapa persentase orang tua perempuan dari pasangan yang tidak menyelesaikan sekolah menengah atas atau kualifikasi pasca sekolah menengah pada tahun 1991?	csv/200-csv/2297.csv	24.0
ns-237	2297	berapa persentase orang tua perempuan dari pasangan yang tidak menyelesaikan sekolah menengah atas atau kualifikasi pasca sekolah menengah pada tahun 2011?	csv/200-csv/2297.csv	8.0
ns-238	2297	berapa persentase perempuan orang tua tunggal yang memiliki gelar sarjana pada tahun 1991?	csv/200-csv/2297.csv	9.0
ns-239	2297	berapa persentase perempuan orang tua tunggal yang memiliki gelar sarjana pada tahun 2011?	csv/200-csv/2297.csv	20.0
ns-240	2297	berapa persentase orang tua perempuan pada pasangan yang mempunyai gelar sarjana pada tahun 1991?	csv/200-csv/2297.csv	15.0
ns-241	2297	berapa persentase orang tua perempuan pada pasangan yang mempunyai gelar sarjana pada tahun 2011?	csv/200-csv/2297.csv	33.0
ns-242	2297	seberapa besar peningkatan proporsi orang tua perempuan pada pasangan yang memiliki gelar sarjana dari tahun 1991 hingga 2011?	csv/200-csv/2297.csv	18.0
ns-243	2384	berapa proporsi orang yang tidak menerima vaksinasi di antara orang dewasa berusia 18 hingga 64 tahun yang tidak memiliki CMC?	csv/200-csv/2384.csv	77.8
ns-244	2415	berapa perkiraan kemungkinan terjadinya kelebihan kualifikasi yang terus-menerus di antara imigran dengan gelar master yang diperoleh di luar Kanada (tanpa studi lebih lanjut) dan rekan imigran mereka yang masing-masing memperoleh gelar yang sama di Kanada?	csv/200-csv/2415.csv	9.5|1.1
ns-245	2415	berapa perkiraan kemungkinan terjadinya kelebihan kualifikasi yang terus-menerus bagi para imigran yang menyelesaikan studi mereka di luar Kanada dan yang tingkat pendidikan tertingginya adalah gelar di bidang kedokteran, kedokteran gigi, kedokteran hewan atau optometri, dan mereka yang bukan imigran?	csv/200-csv/2415.csv	10.1|0,2
ns-246	2439	berapa persentase perdagangan langsung ke konsumen yang dilakukan oleh pedagang grosir yang memperhitungkan aktivitas ritel terkait ganja?	csv/200-csv/2439.csv	1.9
ns-247	2441	berapa persentase perubahan angka rawat inap karena semua penyebab yang tidak disengaja di antara penduduk asli dan total penduduk?	csv/200-csv/2441.csv	-59.9|-49.3
ns-248	2441	berapa persen perubahan ssr untuk semua penyebab yang tidak disengaja di kalangan laki-laki aborigin?	csv/200-csv/2441.csv	-58.7
ns-249	2441	berapa persen perubahan cedera yang tidak disengaja pada perempuan dan perempuan Aborigin dalam total populasi?	csv/200-csv/2441.csv	-61.8|-43.8
ns-250	2441	berapa persen perubahan jumlah pasien rawat inap akibat tabrakan kendaraan transportasi yang tidak disengaja di kalangan penduduk asli?	csv/200-csv/2441.csv	-84.1
ns-251	2441	berapa persen perubahan jumlah rawat inap cedera karena tabrakan kendaraan transportasi yang tidak disengaja di kalangan pria aborigin?	csv/200-csv/2441.csv	-83.2
ns-252	2441	berapa persen perubahan jumlah rawat inap akibat kecelakaan kendaraan transportasi yang tidak disengaja pada wanita Aborigin?	csv/200-csv/2441.csv	-86.1
ns-253	2441	berapa persen perubahan jumlah rawat inap karena cedera akibat jatuh yang tidak disengaja di kalangan penduduk asli?	csv/200-csv/2441.csv	-49.0
ns-254	2441	berapa persen perubahan jumlah rawat inap karena jatuh yang tidak disengaja pada laki-laki pribumi?	csv/200-csv/2441.csv	-38.9
ns-255	2441	berapa persen perubahan jumlah rawat inap karena jatuh yang tidak disengaja di antara perempuan pribumi?	csv/200-csv/2441.csv	-57.9
ns-256	2441	berapa persen perubahan jumlah rawat inap akibat kecelakaan medis/bedah pada populasi penduduk asli?	csv/200-csv/2441.csv	-34.1
ns-257	2441	berapa persen perubahan jumlah rawat inap karena kecelakaan medis/bedah pada laki-laki aborigin?	csv/200-csv/2441.csv	-3.2
ns-258	2441	berapa persen perubahan jumlah rawat inap karena kecelakaan medis/bedah di kalangan perempuan pribumi?	csv/200-csv/2441.csv	-53.0
ns-259	2445	berapa persentase perusahaan yang menjadi besar pada kuartil produktivitas ketiga dan keempat satu tahun sebelum transisi?	csv/200-csv/2445.csv	69.4
ns-260	2445	berapa persentase perusahaan yang menjadi besar pada kuartil produktivitas ketiga dan keempat pada tahun t-5?	csv/200-csv/2445.csv	67
ns-261	246	berapa persentase keluarga yang terdiri dari pasangan dengan anak terhadap seluruh keluarga Suriah?	csv/200-csv/246.csv	85.4
ns-262	246	berapakah persentase keluarga yang terdiri dari pasangan dengan anak di antara semua keluarga Suriah lebih banyak daripada persentase rata-rata keluarga yang terdiri dari pasangan dengan anak di antara semua keluarga pengungsi dari negara lain?	csv/200-csv/246.csv	22.2
ns-263	246	berapa rata-rata jumlah anak berusia 0 hingga 14 tahun di antara pasangan Suriah yang memiliki anak?	csv/200-csv/246.csv	2.8
ns-264	246	berapa rata-rata jumlah anak berusia 0 hingga 14 tahun di antara pasangan yang memiliki anak dari negara lain?	csv/200-csv/246.csv	2.2
ns-265	246	berapa persentase pasangan dengan anak terhadap total pengungsi dari irak?	csv/200-csv/246.csv	74.1
ns-266	246	berapa persentase pasangan yang memiliki anak terhadap total pengungsi dari afghanistan?	csv/200-csv/246.csv	71.8
ns-267	246	berapa rata-rata jumlah anak berusia 0 hingga 14 tahun di antara pasangan Kongo yang memiliki anak?	csv/200-csv/246.csv	3.0
ns-268	246	negara asal manakah yang memiliki proporsi pasangan dengan anak terbesar dan jumlah anak dalam keluarga tersebut yang relatif tinggi di antara semua negara sumber?	csv/200-csv/246.csv	Suriah
ns-269	246	negara sumber manakah yang memiliki rata-rata jumlah anak berusia 0 hingga 14 tahun lebih tinggi di antara pasangan yang memiliki anak?	csv/200-csv/246.csv	Republik Demokrasi Kongo
ns-270	246	berapa persentase pengungsi Suriah yang tinggal di luar keluarga cnesus?	csv/200-csv/246.csv	4.2
ns-271	246	berapa persentase rumah tangga Suriah yang hanya terdiri dari satu orang?	csv/200-csv/246.csv	3.6
ns-272	246	berapa persentase rumah tangga yang terdiri dari satu orang terhadap pengungsi dari semua negara lain kecuali Suriah?	csv/200-csv/246.csv	12.0
ns-273	2475	pada tahun 2012, berapa persen penduduk Kanada berusia 15 tahun ke atas yang memenuhi ketiga kriteria kehamilan 12 bulan terakhir?	csv/200-csv/2475.csv	2.6
ns-274	2475	pada tahun 2012, berapa banyak warga Kanada berusia 15 tahun ke atas yang memenuhi ketiga kriteria kehamilan 12 bulan terakhir?	csv/200-csv/2475.csv	721.7
ns-275	248	berapa persentase pengungsi Suriah terhadap total populasi pengungsi di provinsi-provinsi Atlantik?	csv/200-csv/248.csv	77.7
ns-276	248	berapa persentase pengungsi Suriah terhadap total populasi pengungsi di cmas montreal?	csv/200-csv/248.csv	78.1
ns-277	248	berapa persentase pengungsi Suriah terhadap total populasi pengungsi?	csv/200-csv/248.csv	34.3
ns-278	248	berapa persentase dari total populasi pengungsi yang tinggal di wilayah lain di ontario dan padang rumput yang merupakan pengungsi Suriah?	csv/200-csv/248.csv	68.0|53.9
ns-279	248	berapa persentase pengungsi Suriah yang diterima pada tahun 2016 di provinsi Atlantik?	csv/200-csv/248.csv	93.4
ns-280	248	berapa persentase pengungsi Suriah yang menjadi pengungsi bantuan pemerintah di provinsi-provinsi Atlantik?	csv/200-csv/248.csv	85.8
ns-281	248	berapa persentase pengungsi Suriah yang dibantu pemerintah di CMA montreal?	csv/200-csv/248.csv	5.4
ns-282	248	berapa persentase pengungsi Suriah yang diterima pada tahun 2015 di CMA Montreal?	csv/200-csv/248.csv	46.5
ns-283	248	berapa persentase pengungsi Suriah yang menjadi pengungsi bantuan pemerintah di wilayah lain di Quebec?	csv/200-csv/248.csv	76.7
ns-284	248	berapa persentase pengungsi Suriah yang diterima pada tahun 2016?	csv/200-csv/248.csv	94.7
ns-285	248	berapa persentase pengungsi Suriah yang diterima pada tahun 2015 di wilayah lain di Ontario dan British Columbia?	csv/200-csv/248.csv	28.7
ns-286	2534	berapa proporsi penduduk yang tidak mengenyam pendidikan sekolah menengah atas atau pendidikan tinggi yang dilaporkan memiliki setidaknya satu penyakit kronis?	csv/200-csv/2534.csv	0,66
ns-287	2534	berapa proporsi penduduk yang memiliki pendidikan sekolah menengah atas atau tinggi yang dilaporkan memiliki setidaknya satu penyakit kronis?	csv/200-csv/2534.csv	0,61
ns-288	2534	jenis orang yang memiliki setidaknya satu kondisi kronis manakah yang memiliki proporsi lebih tinggi?	csv/200-csv/2534.csv	kurang dari pendidikan sekolah menengah atas
ns-289	2534	berapakah proporsi masyarakat yang tidak mengenyam pendidikan sekolah menengah atas atau pendidikan tinggi yang dilaporkan memiliki kesehatan umum yang baik atau buruk?	csv/200-csv/2534.csv	0,26
ns-290	2534	berapa proporsi penduduk yang memiliki pendidikan sekolah menengah atas atau pendidikan tinggi yang dilaporkan memiliki kesehatan umum yang baik atau buruk?	csv/200-csv/2534.csv	0,21
ns-291	2534	jenis orang dengan penilaian kesehatan umum yang baik atau buruk yang mana yang memiliki proporsi lebih tinggi?	csv/200-csv/2534.csv	kurang dari pendidikan sekolah menengah atas
ns-292	2534	berapa proporsi penduduk yang tidak mengenyam pendidikan sekolah menengah atas atau pendidikan tinggi yang dilaporkan memiliki kesehatan mental yang baik atau buruk?	csv/200-csv/2534.csv	0,15
ns-293	2534	berapa proporsi orang yang memiliki pendidikan sekolah menengah atas atau tinggi yang dilaporkan memiliki kesehatan mental yang baik atau buruk?	csv/200-csv/2534.csv	0,13
ns-294	2534	tipe orang mana yang memiliki penilaian kesehatan mental sedang atau buruk yang memiliki proporsi lebih tinggi?	csv/200-csv/2534.csv	kurang dari pendidikan sekolah menengah atas
ns-295	2537	pada tahun 2014/2015, berapa jumlah perkara yang diselesaikan di pengadilan pidana dewasa?	csv/200-csv/2537.csv	328028.0
ns-296	2537	pada tahun 2014/2015, berapa jumlah dakwaan terkait hukum pidana dan pelanggaran undang-undang federal lainnya?	csv/200-csv/2537.csv	992635.0
ns-297	2546	berapa poin persentase yang dimiliki oleh donor utama dalam rumah tangga pada kuintil pendapatan tertinggi pada tahun 2013?	csv/200-csv/2546.csv	30.0
ns-298	2546	berapa poin persentase yang dimiliki oleh donor lain dalam rumah tangga dengan kuintil pendapatan tertinggi pada tahun 2013?	csv/200-csv/2546.csv	20.0
ns-299	2546	berapa poin persentase yang dimiliki oleh non-donor dalam rumah tangga dengan kuintil pendapatan tertinggi pada tahun 2013?	csv/200-csv/2546.csv	14.0
ns-300	2546	berapa poin persentase yang dimiliki oleh donor utama pada kuintil pendapatan tertinggi untuk kuintil pendapatan pribadi?	csv/200-csv/2546.csv	36.0
ns-301	2546	berapa poin persentase yang dimiliki oleh non-donor pada kuintil pendapatan tertinggi untuk kuintil pendapatan pribadi?	csv/200-csv/2546.csv	10.0
ns-302	2546	berapa persentase poin yang berusia 55 tahun ke atas di antara para donor utama pada tahun 2013?	csv/200-csv/2546.csv	51.0
ns-303	2546	berapa persentase poin yang berusia 55 tahun ke atas di antara para donor lainnya pada tahun 2013?	csv/200-csv/2546.csv	34.0
ns-304	2546	berapa persentase poin yang berusia 55 tahun ke atas di antara non-donor pada tahun 2013?	csv/200-csv/2546.csv	26.0
ns-305	2546	berapa poin persentase donor utama berpartisipasi dalam kegiatan keagamaan setidaknya sekali seminggu?	csv/200-csv/2546.csv	54.0
ns-306	2546	berapa poin persentase donatur lain berpartisipasi dalam kegiatan keagamaan setidaknya sekali seminggu?	csv/200-csv/2546.csv	14.0
ns-307	2546	berapa poin persentase non-donor berpartisipasi dalam kegiatan keagamaan setidaknya sekali seminggu?	csv/200-csv/2546.csv	8.0
ns-308	2547	berapa juta dolar yang diterima organisasi keagamaan dalam bentuk sumbangan pada tahun 2013?	csv/200-csv/2547.csv	5228.0
ns-309	2547	berapa poin persentase sumbangan yang diterima organisasi keagamaan di antara total sumbangan yang diberikan oleh warga Kanada pada tahun 2013?	csv/200-csv/2547.csv	41.0
ns-310	2583	berapa poin persentase kasus IPV di antara semua kasus yang melibatkan korban perempuan?	csv/200-csv/2583.csv	72.0
ns-311	2589	jenis kalimat manakah yang merupakan kalimat paling umum dalam kasus ipv?	csv/200-csv/2589.csv	masa percobaan
ns-312	2589	berapa persen kasus bersalah non-ipv yang mengakibatkan hukuman percobaan?	csv/200-csv/2589.csv	40.0
ns-313	2606	berapa persen total output yang diekspor masing-masing untuk perusahaan kecil, perusahaan menengah, dan perusahaan besar?	csv/200-csv/2606.csv	33.1|37.0|43.4
ns-314	2627	kelompok orang manakah yang memiliki kemungkinan lebih rendah untuk percaya pada polisi? minoritas yang terlihat atau minoritas yang tidak terlihat?	csv/200-csv/2627.csv	minoritas yang terlihat
ns-315	2627	kelompok masyarakat manakah yang mempunyai kemungkinan lebih tinggi untuk percaya pada sistem peradilan dan pengadilan? orang non-aborigin atau orang aborigin?	csv/200-csv/2627.csv	non-aborigin
ns-316	2630	provinsi manakah yang kurang percaya bahwa polisi melakukan tugasnya dengan baik karena mudah didekati dan diajak bicara?	csv/200-csv/2630.csv	Quebec
ns-317	2656	sebutkan enam kelompok yang memiliki tingkat penyelesaian universitas dua kali lebih tinggi dibandingkan dengan ayah dari generasi ketiga ke atas yang berkulit putih.	csv/200-csv/2656.csv	Asia Tenggara|Cina|Filipina|Asia Barat/Arab|Korea|Jepang
ns-318	2656	buatlah daftar kelompok ayah generasi kedua yang memiliki tingkat penyelesaian universitas yang serupa dengan ayah dari generasi ketiga ke atas yang berkulit putih.	csv/200-csv/2656.csv	putih|hitam|Asia Tenggara|Amerika Latin
ns-319	2656	berapa rasio ibu dari generasi kedua Filipina yang memiliki gelar sarjana?	csv/200-csv/2656.csv	35.9
ns-320	2656	berapa rasio ibu dari generasi kedua berkulit hitam yang memiliki gelar sarjana?	csv/200-csv/2656.csv	7.9
ns-321	2656	berapa rasio ibu generasi kedua Amerika Latin yang memiliki gelar sarjana?	csv/200-csv/2656.csv	9.6
ns-322	2656	berapa rasio ibu generasi kedua di Asia Tenggara yang memiliki gelar sarjana?	csv/200-csv/2656.csv	8.7
ns-323	2666	di toronto, berapa persentase nilai penilaian rata-rata apartemen kondominium yang dimiliki oleh pengungsi yang dimukimkan kembali lebih rendah dibandingkan rata-rata di antara pemilik kelahiran Kanada?	csv/200-csv/2666.csv	0,219077
ns-324	2701	Siapa yang lebih banyak mengalami viktimisasi online, kelompok homoseksual dan biseksual atau kelompok heteroseksual?	csv/200-csv/2701.csv	homoseksual/bi-seksual
ns-325	2701	berapa persentase mereka yang mengalami cyberbullying, cyberstalking, atau keduanya di kalangan populasi homoseksual/bi-seksual?	csv/200-csv/2701.csv	34.1
ns-326	2701	siapa yang lebih mungkin mengalami perundungan siber, populasi pengguna internet homoseksual dan biseksual, atau rekan heteroseksual mereka?	csv/200-csv/2701.csv	homoseksual/bi-seksual
ns-327	2701	siapa yang lebih berisiko terkena cyberstalking, perempuan atau laki-laki?	csv/200-csv/2701.csv	wanita
ns-328	2701	berapa persentase perempuan dan laki-laki yang pernah mengalami cyberstalking?	csv/200-csv/2701.csv	6.6|4.7
ns-329	2701	berapa persentase populasi lajang/belum menikah dan mereka yang pernah (atau sedang) menikah atau tinggal bersama yang pernah menjadi korban cyberstalking?	csv/200-csv/2701.csv	6.0|4.1
ns-330	2701	kelompok usia manakah yang paling mungkin menjadi korban cyberbullying?	csv/200-csv/2701.csv	15 hingga 17
ns-331	2701	berapa persentase kelompok usia 15 hingga 17 tahun dan 27 hingga 29 tahun yang mengalami cyberstalking atau cyberbullying atau keduanya?	csv/200-csv/2701.csv	19.1|14.6
ns-332	2701	berapa persentase mereka yang pendapatan rumah tangganya kurang dari $40.000 dilaporkan mengalami cyberstalking atau cyberbullying, atau keduanya?	csv/200-csv/2701.csv	24.5
ns-333	2701	berapa persentase individu dari rumah tangga yang berpenghasilan kurang dari $40.000 yang mengatakan bahwa mereka adalah korban cyberstalking dalam lima tahun terakhir?	csv/200-csv/2701.csv	11.1
ns-334	2710	berapa jumlah instalasi pengolahan air limbah dan jumlah penduduk pada tahun 2018 (juta)?	csv/200-csv/2710.csv	14.0|8.4
ns-335	2720	Di antara laki-laki yang meninggal sebelum usia 35 tahun, sektor manakah yang memiliki kontribusi terbesar?	csv/200-csv/2720.csv	konstruksi
ns-336	2720	berapa persentase pria british columbus berusia 15 hingga 54 tahun yang menerima penghasilan t4 dari konstruksi?	csv/200-csv/2720.csv	13.2
ns-337	2731	berapa persentase pengguna ganja dalam satu tahun terakhir yang mengidentifikasi bahwa mengurangi rasa sakit sebagai tujuan utama penggunaan medis mereka.	csv/200-csv/2731.csv	52.5
ns-338	2731	berapa persentase pengguna ganja sdmnm tahun lalu yang mengidentifikasi mengurangi insomnia sebagai tujuan utama penggunaan medis mereka.	csv/200-csv/2731.csv	18.3
ns-339	2734	kelompok usia manakah yang memiliki rata-rata mvpa lebih tinggi, 5-11 atau 12-17?	csv/200-csv/2734.csv	5 sampai 11
ns-340	282	Secara keseluruhan, berapa proporsi keluarga ekonomi yang memiliki anak usia sekolah yang memberikan bantuan pada tahun 1999?	csv/200-csv/282.csv	0,159
ns-341	282	rata-rata, berapa dolar yang dimiliki keluarga-keluarga dalam memberikan bantuan, termasuk keluarga-keluarga yang tidak memberikan bantuan?	csv/200-csv/282.csv	1325
ns-342	282	berapa proporsi keluarga pada kuintil pendapatan teratas yang memiliki rekening resp pada tahun 1999?	csv/200-csv/282.csv	0,318
ns-343	282	berapa proporsi keluarga pada kuintil pendapatan terbawah yang memiliki rekening resp pada tahun 1999?	csv/200-csv/282.csv	0,098
ns-344	282	berapa kali nilai rata-rata resps di antara keluarga-keluarga yang berada pada kelompok teratas lebih tinggi dibandingkan dengan keluarga-keluarga yang berada pada kelompok terbawah pada distribusi pada tahun 1999?	csv/200-csv/282.csv	4.201072
ns-345	282	apakah pasangan menikah cenderung berinvestasi lebih banyak pada bantuan kesehatan atau apakah orang tua tunggal pada tahun 1999?	csv/200-csv/282.csv	pasangan menikah atau ipar
ns-346	282	apakah keluarga yang tinggal di perkotaan cenderung berinvestasi lebih banyak pada bantuan kesehatan ataukah yang tinggal di pedesaan pada tahun 1999?	csv/200-csv/282.csv	perkotaan
ns-347	282	berapa dolar lebih banyak yang rata-rata dimiliki oleh keluarga-keluarga di kuintil teratas dibandingkan dengan keluarga-keluarga di kuintil terbawah pada tahun 1999?	csv/200-csv/282.csv	2388
